country,sheng,shi,qu,lat,lng
中国,河北省,邢台市,南和县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,宁晋县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,巨鹿县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,新河县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,广宗县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,平乡县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,威县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,清河县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,临西县,22.415455296546437,107.35732203836824
中国,河北省,邢台市,南宫市,22.415455296546437,107.35732203836824
中国,河北省,邢台市,沙河市,22.415455296546437,107.35732203836824
中国,河北省,保定市,竞秀区,22.415455296546437,107.35732203836824
中国,河北省,保定市,莲池区,22.415455296546437,107.35732203836824
中国,河北省,保定市,满城区,22.415455296546437,107.35732203836824
中国,河北省,保定市,清苑区,22.415455296546437,107.35732203836824
中国,河北省,保定市,涞水县,22.415455296546437,107.35732203836824
中国,河北省,保定市,阜平县,22.415455296546437,107.35732203836824
中国,河北省,保定市,徐水区,22.415455296546437,107.35732203836824
中国,河北省,保定市,定兴县,22.415455296546437,107.35732203836824
中国,河北省,保定市,唐县,22.415455296546437,107.35732203836824
中国,河北省,保定市,高阳县,22.415455296546437,107.35732203836824
中国,河北省,保定市,容城县,22.415455296546437,107.35732203836824
中国,河北省,保定市,涞源县,22.415455296546437,107.35732203836824
中国,河北省,保定市,望都县,22.415455296546437,107.35732203836824
中国,河北省,保定市,安新县,22.415455296546437,107.35732203836824
中国,河北省,保定市,易县,22.415455296546437,107.35732203836824
中国,河北省,保定市,曲阳县,22.415455296546437,107.35732203836824
中国,河北省,保定市,蠡县,22.415455296546437,107.35732203836824
中国,河北省,保定市,顺平县,22.415455296546437,107.35732203836824
中国,河北省,保定市,博野县,22.415455296546437,107.35732203836824
中国,河北省,保定市,雄县,22.415455296546437,107.35732203836824
中国,河北省,保定市,涿州市,22.415455296546437,107.35732203836824
中国,河北省,保定市,定州市,22.415455296546437,107.35732203836824
中国,河北省,保定市,安国市,22.415455296546437,107.35732203836824
中国,河北省,保定市,高碑店市,22.415455296546437,107.35732203836824
中国,河北省,张家口市,宣化区,22.415455296546437,107.35732203836824
中国,河北省,张家口市,下花园区,22.415455296546437,107.35732203836824
中国,河北省,张家口市,宣化县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,张北县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,康保县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,沽源县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,尚义县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,蔚县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,阳原县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,怀安县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,万全区,22.415455296546437,107.35732203836824
中国,河北省,张家口市,怀来县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,涿鹿县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,赤城县,22.415455296546437,107.35732203836824
中国,河北省,张家口市,崇礼区,22.415455296546437,107.35732203836824
中国,河北省,承德市,双桥区,22.415455296546437,107.35732203836824
中国,河北省,承德市,双滦区,22.415455296546437,107.35732203836824
中国,河北省,承德市,鹰手营子矿区,22.415455296546437,107.35732203836824
中国,河北省,承德市,承德县,22.415455296546437,107.35732203836824
中国,河北省,承德市,兴隆县,22.415455296546437,107.35732203836824
中国,河北省,承德市,平泉市,22.415455296546437,107.35732203836824
中国,河北省,承德市,滦平县,22.415455296546437,107.35732203836824
中国,河北省,承德市,隆化县,22.415455296546437,107.35732203836824
中国,河北省,承德市,丰宁满族自治县,22.415455296546437,107.35732203836824
中国,河北省,承德市,宽城满族自治县,22.415455296546437,107.35732203836824
中国,河北省,承德市,围场满族蒙古族自治县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,运河区,22.415455296546437,107.35732203836824
中国,河北省,沧州市,沧县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,青县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,东光县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,海兴县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,盐山县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,肃宁县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,南皮县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,吴桥县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,献县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,孟村回族自治县,22.415455296546437,107.35732203836824
中国,河北省,沧州市,泊头市,22.415455296546437,107.35732203836824
中国,河北省,沧州市,任丘市,22.415455296546437,107.35732203836824
中国,河北省,沧州市,黄骅市,22.415455296546437,107.35732203836824
中国,河北省,沧州市,河间市,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,安次区,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,广阳区,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,固安县,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,永清县,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,香河县,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,大城县,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,文安县,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,大厂回族自治县,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,霸州市,22.415455296546437,107.35732203836824
中国,河北省,廊坊市,三河市,22.415455296546437,107.35732203836824
中国,河北省,衡水市,桃城区,22.415455296546437,107.35732203836824
中国,河北省,衡水市,枣强县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,武邑县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,武强县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,饶阳县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,安平县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,故城县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,景县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,阜城县,22.415455296546437,107.35732203836824
中国,河北省,衡水市,冀州区,22.415455296546437,107.35732203836824
中国,河北省,衡水市,深州市,22.415455296546437,107.35732203836824
中国,山西省,太原市,小店区,22.415455296546437,107.35732203836824
中国,山西省,太原市,迎泽区,22.415455296546437,107.35732203836824
中国,山西省,太原市,杏花岭区,22.415455296546437,107.35732203836824
中国,山西省,太原市,尖草坪区,22.415455296546437,107.35732203836824
中国,山西省,太原市,万柏林区,22.415455296546437,107.35732203836824
中国,山西省,太原市,晋源区,22.415455296546437,107.35732203836824
中国,山西省,太原市,清徐县,22.415455296546437,107.35732203836824
中国,山西省,太原市,阳曲县,22.415455296546437,107.35732203836824
中国,山西省,太原市,娄烦县,22.415455296546437,107.35732203836824
中国,山西省,太原市,古交市,22.415455296546437,107.35732203836824
中国,山西省,大同市,城区,22.415455296546437,107.35732203836824
中国,山西省,大同市,矿区,22.415455296546437,107.35732203836824
中国,山西省,大同市,南郊区,22.415455296546437,107.35732203836824
中国,山西省,大同市,新荣区,22.415455296546437,107.35732203836824
中国,山西省,大同市,阳高县,22.415455296546437,107.35732203836824
中国,山西省,大同市,天镇县,22.415455296546437,107.35732203836824
中国,山西省,大同市,广灵县,22.415455296546437,107.35732203836824
中国,山西省,大同市,灵丘县,22.415455296546437,107.35732203836824
中国,山西省,大同市,浑源县,22.415455296546437,107.35732203836824
中国,山西省,大同市,左云县,22.415455296546437,107.35732203836824
中国,山西省,大同市,大同县,22.415455296546437,107.35732203836824
中国,山西省,阳泉市,郊区,22.415455296546437,107.35732203836824
中国,山西省,阳泉市,平定县,22.415455296546437,107.35732203836824
中国,山西省,阳泉市,盂县,22.415455296546437,107.35732203836824
中国,山西省,长治市,长治县,22.415455296546437,107.35732203836824
中国,山西省,长治市,襄垣县,22.415455296546437,107.35732203836824
中国,山西省,长治市,屯留县,22.415455296546437,107.35732203836824
中国,山西省,长治市,平顺县,22.415455296546437,107.35732203836824
中国,山西省,长治市,黎城县,22.415455296546437,107.35732203836824
中国,山西省,长治市,壶关县,22.415455296546437,107.35732203836824
中国,山西省,长治市,长子县,22.415455296546437,107.35732203836824
中国,山西省,长治市,武乡县,22.415455296546437,107.35732203836824
中国,山西省,长治市,沁县,22.415455296546437,107.35732203836824
中国,山西省,长治市,沁源县,22.415455296546437,107.35732203836824
中国,山西省,长治市,潞城市,22.415455296546437,107.35732203836824
中国,山西省,晋城市,沁水县,22.415455296546437,107.35732203836824
中国,山西省,晋城市,阳城县,22.415455296546437,107.35732203836824
中国,山西省,晋城市,陵川县,22.415455296546437,107.35732203836824
中国,山西省,晋城市,泽州县,22.415455296546437,107.35732203836824
中国,山西省,晋城市,高平市,22.415455296546437,107.35732203836824
中国,山西省,朔州市,朔城区,22.415455296546437,107.35732203836824
中国,山西省,朔州市,平鲁区,22.415455296546437,107.35732203836824
中国,山西省,朔州市,山阴县,22.415455296546437,107.35732203836824
中国,山西省,朔州市,应县,22.415455296546437,107.35732203836824
中国,山西省,朔州市,右玉县,22.415455296546437,107.35732203836824
中国,山西省,朔州市,怀仁县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,榆次区,22.415455296546437,107.35732203836824
中国,山西省,晋中市,榆社县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,左权县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,和顺县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,昔阳县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,寿阳县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,太谷县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,祁县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,平遥县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,灵石县,22.415455296546437,107.35732203836824
中国,山西省,晋中市,介休市,22.415455296546437,107.35732203836824
中国,山西省,运城市,盐湖区,22.415455296546437,107.35732203836824
中国,山西省,运城市,临猗县,22.415455296546437,107.35732203836824
中国,山西省,运城市,万荣县,22.415455296546437,107.35732203836824
中国,山西省,运城市,闻喜县,22.415455296546437,107.35732203836824
中国,山西省,运城市,稷山县,22.415455296546437,107.35732203836824
中国,山西省,运城市,新绛县,22.415455296546437,107.35732203836824
中国,山西省,运城市,绛县,22.415455296546437,107.35732203836824
中国,山西省,运城市,垣曲县,22.415455296546437,107.35732203836824
中国,山西省,运城市,夏县,22.415455296546437,107.35732203836824
中国,山西省,运城市,平陆县,22.415455296546437,107.35732203836824
中国,山西省,运城市,芮城县,22.415455296546437,107.35732203836824
中国,山西省,运城市,永济市,22.415455296546437,107.35732203836824
中国,山西省,运城市,河津市,22.415455296546437,107.35732203836824
中国,山西省,忻州市,忻府区,22.415455296546437,107.35732203836824
中国,山西省,忻州市,定襄县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,五台县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,代县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,繁峙县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,宁武县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,静乐县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,神池县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,五寨县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,岢岚县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,河曲县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,保德县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,偏关县,22.415455296546437,107.35732203836824
中国,山西省,忻州市,原平市,22.415455296546437,107.35732203836824
中国,山西省,临汾市,尧都区,22.415455296546437,107.35732203836824
中国,山西省,临汾市,曲沃县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,翼城县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,襄汾县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,洪洞县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,古县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,安泽县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,浮山县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,吉县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,乡宁县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,大宁县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,隰县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,永和县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,蒲县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,汾西县,22.415455296546437,107.35732203836824
中国,山西省,临汾市,侯马市,22.415455296546437,107.35732203836824
中国,山西省,临汾市,霍州市,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,离石区,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,文水县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,交城县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,兴县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,临县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,柳林县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,石楼县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,岚县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,方山县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,中阳县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,交口县,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,孝义市,22.415455296546437,107.35732203836824
中国,山西省,吕梁市,汾阳市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,新城区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,回民区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,玉泉区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,赛罕区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,土默特左旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,托克托县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,和林格尔县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,清水河县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼和浩特市,武川县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,东河区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,昆都仑区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,青山区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,石拐区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,白云鄂博矿区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,九原区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,土默特右旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,固阳县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,包头市,达尔罕茂明安联合旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌海市,海勃湾区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌海市,海南区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌海市,乌达区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,红山区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,元宝山区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,松山区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,阿鲁科尔沁旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,巴林左旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,巴林右旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,林西县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,克什克腾旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,翁牛特旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,喀喇沁旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,宁城县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,赤峰市,敖汉旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,科尔沁区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,科尔沁左翼中旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,科尔沁左翼后旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,开鲁县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,库伦旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,奈曼旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,扎鲁特旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,通辽市,霍林郭勒市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,东胜区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,达拉特旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,准格尔旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,鄂托克前旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,鄂托克旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,杭锦旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,乌审旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,海拉尔区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,阿荣旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,鄂温克族自治旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,满洲里市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,牙克石市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,扎兰屯市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,额尔古纳市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,呼伦贝尔市,根河市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,巴彦淖尔市,临河区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,巴彦淖尔市,五原县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,巴彦淖尔市,磴口县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,巴彦淖尔市,乌拉特前旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,巴彦淖尔市,乌拉特中旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,巴彦淖尔市,乌拉特后旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,巴彦淖尔市,杭锦后旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,集宁区,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,卓资县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,化德县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,商都县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,兴和县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,凉城县,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,察哈尔右翼中旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,察哈尔右翼后旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,四子王旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,乌兰察布市,丰镇市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,兴安盟,乌兰浩特市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,兴安盟,阿尔山市,22.415455296546437,107.35732203836824
中国,内蒙古自治区,兴安盟,科尔沁右翼前旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,兴安盟,科尔沁右翼中旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,兴安盟,扎赉特旗,22.415455296546437,107.35732203836824
中国,内蒙古自治区,兴安盟,突泉县,22.415455296546437,107.35732203836824
